Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close,,Name,Date,Close
Bitcoin,4/29/2013 23:59,144.5399933,,Aave,10/5/2020 23:59,53.21924296,,Binance Coin,7/26/2017 23:59,0.105137996,,Cardano,10/2/2017 23:59,0.0259318,,Chainlink,9/21/2017 23:59,0.169679999,,Cosmos,3/15/2019 23:59,7.504351299,,Crypto.com Coin,12/15/2018 23:59,0.017243366,,Dogecoin,12/16/2013 23:59,0.000204731,,EOS,7/2/2017 23:59,2.710050106,,Ethereum,8/8/2015 23:59,0.753324986,,IOTA,6/14/2017 23:59,0.528916001,,Litecoin,4/29/2013 23:59,4.383900166,,Monero,5/22/2014 23:59,2.095580101,,NEM,4/2/2015 23:59,0.000313726,,Polkadot,8/21/2020 23:59,2.875028269,,Solana,4/11/2020 23:59,0.776818583,,Stellar,8/6/2014 23:59,0.00265703,,Tether,2/26/2015 23:59,1.205739975,,TRON,9/14/2017 23:59,0.00142683,,Uniswap,9/18/2020 23:59,6.897256822,,USD Coin,10/9/2018 23:59,1.00686,,Wrapped Bitcoin,1/31/2019 23:59,3466.506533,,XRP,8/5/2013 23:59,0.00561266
Bitcoin,4/30/2013 23:59,139,,Aave,10/6/2020 23:59,42.40159861,,Binance Coin,7/27/2017 23:59,0.107736997,,Cardano,10/3/2017 23:59,0.020815801,,Chainlink,9/22/2017 23:59,0.150502995,,Cosmos,3/16/2019 23:59,7.383882081,,Crypto.com Coin,12/16/2018 23:59,0.015300672,,Dogecoin,12/17/2013 23:59,0.00026854,,EOS,7/3/2017 23:59,4.086639881,,Ethereum,8/9/2015 23:59,0.701897025,,IOTA,6/15/2017 23:59,0.363660991,,Litecoin,4/30/2013 23:59,4.296490192,,Monero,5/23/2014 23:59,2.963020086,,NEM,4/3/2015 23:59,0.000310273,,Polkadot,8/22/2020 23:59,4.484690143,,Solana,4/12/2020 23:59,0.882506928,,Stellar,8/7/2014 23:59,0.0025007,,Tether,3/2/2015 23:59,0.606501997,,TRON,9/15/2017 23:59,0.00180086,,Uniswap,9/19/2020 23:59,5.724464181,,USD Coin,10/10/2018 23:59,1.00962,,Wrapped Bitcoin,2/1/2019 23:59,3480.772314,,XRP,8/6/2013 23:59,0.00468042
Bitcoin,5/1/2013 23:59,116.9899979,,Aave,10/7/2020 23:59,40.08397561,,Binance Coin,7/28/2017 23:59,0.104066998,,Cardano,10/4/2017 23:59,0.021931499,,Chainlink,9/23/2017 23:59,0.131128997,,Cosmos,3/17/2019 23:59,4.776164148,,Crypto.com Coin,12/17/2018 23:59,0.014448044,,Dogecoin,12/18/2013 23:59,0.000361631,,EOS,7/4/2017 23:59,3.371999979,,Ethereum,8/10/2015 23:59,0.708447993,,IOTA,6/16/2017 23:59,0.410757005,,Litecoin,5/1/2013 23:59,3.801009893,,Monero,5/24/2014 23:59,3.702450037,,NEM,4/4/2015 23:59,0.00027653,,Polkadot,8/23/2020 23:59,3.967065692,,Solana,4/13/2020 23:59,0.777831565,,Stellar,8/8/2014 23:59,0.002881,,Tether,3/3/2015 23:59,0.606229007,,TRON,9/16/2017 23:59,0.00183112,,Uniswap,9/20/2020 23:59,5.244195489,,USD Coin,10/11/2018 23:59,1.00978,,Wrapped Bitcoin,2/2/2019 23:59,3542.095361,,XRP,8/7/2013 23:59,0.00441732
Bitcoin,5/2/2013 23:59,105.2099991,,Aave,10/8/2020 23:59,43.76446306,,Binance Coin,7/29/2017 23:59,0.107810996,,Cardano,10/5/2017 23:59,0.0214887,,Chainlink,9/24/2017 23:59,0.170277998,,Cosmos,3/18/2019 23:59,5.110341096,,Crypto.com Coin,12/18/2018 23:59,0.016259637,,Dogecoin,12/19/2013 23:59,0.00116249,,EOS,7/5/2017 23:59,3.003230095,,Ethereum,8/11/2015 23:59,1.067860007,,IOTA,6/17/2017 23:59,0.41990599,,Litecoin,5/2/2013 23:59,3.371979952,,Monero,5/25/2014 23:59,3.138560057,,NEM,4/5/2015 23:59,0.000231932,,Polkadot,8/24/2020 23:59,4.602614152,,Solana,4/14/2020 23:59,0.661924825,,Stellar,8/9/2014 23:59,0.00348079,,Tether,3/6/2015 23:59,1,,TRON,9/17/2017 23:59,0.00331992,,Uniswap,9/21/2020 23:59,4.26607856,,USD Coin,10/12/2018 23:59,1.01272,,Wrapped Bitcoin,2/3/2019 23:59,3477.866026,,XRP,8/8/2013 23:59,0.00425417
Bitcoin,5/3/2013 23:59,97.75,,Aave,10/9/2020 23:59,46.81774415,,Binance Coin,7/30/2017 23:59,0.106413998,,Cardano,10/6/2017 23:59,0.018539101,,Chainlink,9/25/2017 23:59,0.182198003,,Cosmos,3/19/2019 23:59,4.821883116,,Crypto.com Coin,12/19/2018 23:59,0.020790232,,Dogecoin,12/20/2013 23:59,0.000703866,,EOS,7/6/2017 23:59,3.361330032,,Ethereum,8/12/2015 23:59,1.217440009,,IOTA,6/18/2017 23:59,0.405862004,,Litecoin,5/3/2013 23:59,3.044909954,,Monero,5/26/2014 23:59,3.021859884,,NEM,4/6/2015 23:59,0.000288706,,Polkadot,8/25/2020 23:59,5.523393007,,Solana,4/15/2020 23:59,0.646650902,,Stellar,8/10/2014 23:59,0.00430251,,Tether,3/7/2015 23:59,1,,TRON,9/18/2017 23:59,0.00326251,,Uniswap,9/22/2020 23:59,3.905137865,,USD Coin,10/13/2018 23:59,1.00743,,Wrapped Bitcoin,2/4/2019 23:59,3481.219346,,XRP,8/9/2013 23:59,0.00429112
Bitcoin,5/4/2013 23:59,112.5,,Aave,10/10/2020 23:59,49.13371767,,Binance Coin,7/31/2017 23:59,0.104249999,,Cardano,10/7/2017 23:59,0.0209409,,Chainlink,9/26/2017 23:59,0.194958001,,Cosmos,3/20/2019 23:59,4.381394601,,Crypto.com Coin,12/20/2018 23:59,0.032446854,,Dogecoin,12/21/2013 23:59,0.000393679,,EOS,7/7/2017 23:59,2.801110029,,Ethereum,8/13/2015 23:59,1.827669978,,IOTA,6/19/2017 23:59,0.412182987,,Litecoin,5/4/2013 23:59,3.47961998,,Monero,5/27/2014 23:59,2.208230019,,NEM,4/7/2015 23:59,0.000240521,,Polkadot,8/26/2020 23:59,6.081716469,,Solana,4/16/2020 23:59,0.690815875,,Stellar,8/11/2014 23:59,0.00359125,,Tether,3/8/2015 23:59,1,,TRON,9/19/2017 23:59,0.00229131,,Uniswap,9/23/2020 23:59,4.6532649,,USD Coin,10/14/2018 23:59,1.01631,,Wrapped Bitcoin,2/5/2019 23:59,3461.872926,,XRP,8/10/2013 23:59,0.00431382
Bitcoin,5/5/2013 23:59,115.9100037,,Aave,10/11/2020 23:59,49.66072573,,Binance Coin,8/1/2017 23:59,0.0998668,,Cardano,10/8/2017 23:59,0.0204772,,Chainlink,9/27/2017 23:59,0.194585994,,Cosmos,3/21/2019 23:59,3.632948205,,Crypto.com Coin,12/21/2018 23:59,0.032815865,,Dogecoin,12/22/2013 23:59,0.000314762,,EOS,7/8/2017 23:59,2.586899996,,Ethereum,8/14/2015 23:59,1.827870011,,IOTA,6/20/2017 23:59,0.418493986,,Litecoin,5/5/2013 23:59,3.590889931,,Monero,5/28/2014 23:59,2.268860102,,NEM,4/8/2015 23:59,0.00022787,,Polkadot,8/27/2020 23:59,5.628337353,,Solana,4/17/2020 23:59,0.660727971,,Stellar,8/12/2014 23:59,0.00265882,,Tether,3/9/2015 23:59,1,,TRON,9/20/2017 23:59,0.00264741,,Uniswap,9/24/2020 23:59,5.13726606,,USD Coin,10/15/2018 23:59,1.0268,,Wrapped Bitcoin,2/6/2019 23:59,3444.961049,,XRP,8/11/2013 23:59,0.00441532
Bitcoin,5/6/2013 23:59,112.3000031,,Aave,10/12/2020 23:59,52.23869222,,Binance Coin,8/2/2017 23:59,0.100451998,,Cardano,10/9/2017 23:59,0.022113699,,Chainlink,9/28/2017 23:59,0.243794993,,Cosmos,3/22/2019 23:59,3.498546449,,Crypto.com Coin,12/22/2018 23:59,0.034737227,,Dogecoin,12/23/2013 23:59,0.000451185,,EOS,7/9/2017 23:59,2.292229891,,Ethereum,8/15/2015 23:59,1.688899994,,IOTA,6/21/2017 23:59,0.413547009,,Litecoin,5/6/2013 23:59,3.371249914,,Monero,5/29/2014 23:59,1.676530004,,NEM,4/9/2015 23:59,0.000224182,,Polkadot,8/28/2020 23:59,6.159954758,,Solana,4/18/2020 23:59,0.681096335,,Stellar,8/13/2014 23:59,0.00277272,,Tether,3/10/2015 23:59,1,,TRON,9/21/2017 23:59,0.0020793,,Uniswap,9/25/2020 23:59,5.0129515,,USD Coin,10/16/2018 23:59,1.02143,,Wrapped Bitcoin,2/7/2019 23:59,3395.978616,,XRP,8/12/2013 23:59,0.00444854
Bitcoin,5/7/2013 23:59,111.5,,Aave,10/13/2020 23:59,51.12431679,,Binance Coin,8/3/2017 23:59,0.106642,,Cardano,10/10/2017 23:59,0.021531301,,Chainlink,9/29/2017 23:59,0.30844,,Cosmos,3/23/2019 23:59,3.445516363,,Crypto.com Coin,12/23/2018 23:59,0.030401313,,Dogecoin,12/24/2013 23:59,0.000685547,,EOS,7/10/2017 23:59,1.832640052,,Ethereum,8/16/2015 23:59,1.566030025,,IOTA,6/22/2017 23:59,0.417742014,,Litecoin,5/7/2013 23:59,3.332740068,,Monero,5/30/2014 23:59,1.567639947,,NEM,4/10/2015 23:59,0.000174693,,Polkadot,8/29/2020 23:59,6.159143225,,Solana,4/19/2020 23:59,0.606969175,,Stellar,8/14/2014 23:59,0.00254017,,Tether,3/11/2015 23:59,1,,TRON,9/22/2017 23:59,0.00195098,,Uniswap,9/26/2020 23:59,4.80588085,,USD Coin,10/17/2018 23:59,1.01219,,Wrapped Bitcoin,2/8/2019 23:59,3664.841137,,XRP,8/13/2013 23:59,0.00424543
Bitcoin,5/8/2013 23:59,113.5660019,,Aave,10/14/2020 23:59,51.31651791,,Binance Coin,8/4/2017 23:59,0.107493997,,Cardano,10/11/2017 23:59,0.022519501,,Chainlink,9/30/2017 23:59,0.451364011,,Cosmos,3/24/2019 23:59,3.765243305,,Crypto.com Coin,12/24/2018 23:59,0.029605722,,Dogecoin,12/25/2013 23:59,0.000586701,,EOS,7/11/2017 23:59,1.655820012,,Ethereum,8/17/2015 23:59,1.203609943,,IOTA,6/23/2017 23:59,0.480910003,,Litecoin,5/8/2013 23:59,3.409240007,,Monero,5/31/2014 23:59,1.938539982,,NEM,4/11/2015 23:59,0.00016334,,Polkadot,8/30/2020 23:59,5.869880809,,Solana,4/20/2020 23:59,0.53881213,,Stellar,8/15/2014 23:59,0.00240334,,Tether,3/12/2015 23:59,1,,TRON,9/23/2017 23:59,0.00234568,,Uniswap,9/27/2020 23:59,4.78089893,,USD Coin,10/18/2018 23:59,1.01489,,Wrapped Bitcoin,2/9/2019 23:59,3677.963979,,XRP,8/14/2013 23:59,0.00378842
