Name	Date	Close				
Bitcoin	4/29/2013 23:59	144.5399933		Ethereum	8/8/2015 23:59	0.753324986
Bitcoin	4/30/2013 23:59	139		Ethereum	8/9/2015 23:59	0.701897025
Bitcoin	5/1/2013 23:59	116.9899979		Ethereum	8/10/2015 23:59	0.708447993
Bitcoin	5/2/2013 23:59	105.2099991		Ethereum	8/11/2015 23:59	1.067860007
Bitcoin	5/3/2013 23:59	97.75		Ethereum	8/12/2015 23:59	1.217440009
Bitcoin	5/4/2013 23:59	112.5		Ethereum	8/13/2015 23:59	1.827669978
Bitcoin	5/5/2013 23:59	115.9100037		Ethereum	8/14/2015 23:59	1.827870011
Bitcoin	5/6/2013 23:59	112.3000031		Ethereum	8/15/2015 23:59	1.688899994
Bitcoin	5/7/2013 23:59	111.5		Ethereum	8/16/2015 23:59	1.566030025
Bitcoin	5/8/2013 23:59	113.5660019		Ethereum	8/17/2015 23:59	1.203609943
Bitcoin	5/9/2013 23:59	112.6699982		Ethereum	8/18/2015 23:59	1.087049961
Bitcoin	5/10/2013 23:59	117.1999969		Ethereum	8/19/2015 23:59	1.258859992
Bitcoin	5/11/2013 23:59	115.2429962		Ethereum	8/20/2015 23:59	1.464920044
Bitcoin	5/12/2013 23:59	115		Ethereum	8/21/2015 23:59	1.395290017
Bitcoin	5/13/2013 23:59	117.9800034		Ethereum	8/22/2015 23:59	1.379230022
Bitcoin	5/14/2013 23:59	111.5		Ethereum	8/23/2015 23:59	1.352589965
Bitcoin	5/15/2013 23:59	114.2200012		Ethereum	8/24/2015 23:59	1.231269956
Bitcoin	5/16/2013 23:59	118.7600021		Ethereum	8/25/2015 23:59	1.140190005
Bitcoin	5/17/2013 23:59	123.0149994		Ethereum	8/26/2015 23:59	1.159980059
Bitcoin	5/18/2013 23:59	123.4980011		Ethereum	8/27/2015 23:59	1.147699952
Bitcoin	5/19/2013 23:59	121.9899979		Ethereum	8/28/2015 23:59	1.191380024
Bitcoin	5/20/2013 23:59	122		Ethereum	8/29/2015 23:59	1.182549953
Bitcoin	5/21/2013 23:59	122.8799973		Ethereum	8/30/2015 23:59	1.319270015
Bitcoin	5/22/2013 23:59	123.8889999		Ethereum	8/31/2015 23:59	1.358240008
Bitcoin	5/23/2013 23:59	126.6999969		Ethereum	9/1/2015 23:59	1.351609945
Bitcoin	5/24/2013 23:59	133.1999969		Ethereum	9/2/2015 23:59	1.29479003
Bitcoin	5/25/2013 23:59	131.9799957		Ethereum	9/3/2015 23:59	1.26493001
Bitcoin	5/26/2013 23:59	133.4799957		Ethereum	9/4/2015 23:59	1.274410009
Bitcoin	5/27/2013 23:59	129.7449951		Ethereum	9/5/2015 23:59	1.338809967
Bitcoin	5/28/2013 23:59	129		Ethereum	9/6/2015 23:59	1.295830011
Bitcoin	5/29/2013 23:59	132.3000031		Ethereum	9/7/2015 23:59	1.246649981
Bitcoin	5/30/2013 23:59	128.798996		Ethereum	9/8/2015 23:59	1.242429972
Bitcoin	5/31/2013 23:59	129		Ethereum	9/9/2015 23:59	1.206509948
Bitcoin	6/1/2013 23:59	129.3000031		Ethereum	9/10/2015 23:59	1.165770054
Bitcoin	6/2/2013 23:59	122.2919998		Ethereum	9/11/2015 23:59	0.982977986
Bitcoin	6/3/2013 23:59	122.2220001		Ethereum	9/12/2015 23:59	1.038740039
Bitcoin	6/4/2013 23:59	121.4199982		Ethereum	9/13/2015 23:59	0.936003029
Bitcoin	6/5/2013 23:59	121.6500015		Ethereum	9/14/2015 23:59	0.875621974
Bitcoin	6/6/2013 23:59	118		Ethereum	9/15/2015 23:59	0.944410026
Bitcoin	6/7/2013 23:59	111.5		Ethereum	9/16/2015 23:59	0.907175004
Bitcoin	6/8/2013 23:59	108.3000031		Ethereum	9/17/2015 23:59	0.874230981
Bitcoin	6/9/2013 23:59	100		Ethereum	9/18/2015 23:59	0.853685021
Bitcoin	6/10/2013 23:59	106.3499985		Ethereum	9/19/2015 23:59	0.882390976
Bitcoin	6/11/2013 23:59	108.9000015		Ethereum	9/20/2015 23:59	0.938444972
Bitcoin	6/12/2013 23:59	108.1500015		Ethereum	9/21/2015 23:59	0.919046998
Bitcoin	6/13/2013 23:59	104		Ethereum	9/22/2015 23:59	0.901795983
Bitcoin	6/14/2013 23:59	99.97889709		Ethereum	9/23/2015 23:59	0.893405974
Bitcoin	6/15/2013 23:59	99.98809814		Ethereum	9/24/2015 23:59	0.813610017
Bitcoin	6/16/2013 23:59	99.51000214		Ethereum	9/25/2015 23:59	0.736222982
Bitcoin	6/17/2013 23:59	101.6999969		Ethereum	9/26/2015 23:59	0.785964012
Bitcoin	6/18/2013 23:59	107.4000015		Ethereum	9/27/2015 23:59	0.720839024
Bitcoin	6/19/2013 23:59	108.25		Ethereum	9/28/2015 23:59	0.582885981
Bitcoin	6/20/2013 23:59	110.1500015		Ethereum	9/29/2015 23:59	0.661145985
Bitcoin	6/21/2013 23:59	109.5		Ethereum	9/30/2015 23:59	0.738644004
Bitcoin	6/22/2013 23:59	108.3000031		Ethereum	10/1/2015 23:59	0.690214992
Bitcoin	6/23/2013 23:59	107.5999985		Ethereum	10/2/2015 23:59	0.678574026
Bitcoin	6/24/2013 23:59	102.7369995		Ethereum	10/3/2015 23:59	0.687170982
Bitcoin	6/25/2013 23:59	103.9499969		Ethereum	10/4/2015 23:59	0.668379009
Bitcoin	6/26/2013 23:59	104		Ethereum	10/5/2015 23:59	0.628642976
Bitcoin	6/27/2013 23:59	101.4369965		Ethereum	10/6/2015 23:59	0.650645018
Bitcoin	6/28/2013 23:59	94.64920044		Ethereum	10/7/2015 23:59	0.609387994
Bitcoin	6/29/2013 23:59	94.9940033		Ethereum	10/8/2015 23:59	0.621716022
Bitcoin	6/30/2013 23:59	96.61399841		Ethereum	10/9/2015 23:59	0.650627971
Bitcoin	7/1/2013 23:59	88.05000305		Ethereum	10/10/2015 23:59	0.627857029
Bitcoin	7/2/2013 23:59	90.13400269		Ethereum	10/11/2015 23:59	0.634962976
Bitcoin	7/3/2013 23:59	77.52999878		Ethereum	10/12/2015 23:59	0.626030028
Bitcoin	7/4/2013 23:59	80.52580261		Ethereum	10/13/2015 23:59	0.607654989
Bitcoin	7/5/2013 23:59	68.43099976		Ethereum	10/14/2015 23:59	0.522967994
Bitcoin	7/6/2013 23:59	70.27729797		Ethereum	10/15/2015 23:59	0.561878026
Bitcoin	7/7/2013 23:59	74.56109619		Ethereum	10/16/2015 23:59	0.53649497
Bitcoin	7/8/2013 23:59	76.51599884		Ethereum	10/17/2015 23:59	0.54717797
Bitcoin	7/9/2013 23:59	76.69400024		Ethereum	10/18/2015 23:59	0.517733991
Bitcoin	7/10/2013 23:59	86.76000214		Ethereum	10/19/2015 23:59	0.489014
Bitcoin	7/11/2013 23:59	88.98000336		Ethereum	10/20/2015 23:59	0.434828997
Bitcoin	7/12/2013 23:59	93.59490204		Ethereum	10/21/2015 23:59	0.447329015
Bitcoin	7/13/2013 23:59	98.1339035		Ethereum	10/22/2015 23:59	0.567701995
Bitcoin	7/14/2013 23:59	94.69129944		Ethereum	10/23/2015 23:59	0.539656997
Bitcoin	7/15/2013 23:59	98.40019989		Ethereum	10/24/2015 23:59	0.56358999
Bitcoin	7/16/2013 23:59	97.45079803		Ethereum	10/25/2015 23:59	0.616038978
Bitcoin	7/17/2013 23:59	98.5		Ethereum	10/26/2015 23:59	0.731316984
Bitcoin	7/18/2013 23:59	90.58000183		Ethereum	10/27/2015 23:59	0.869641006
Bitcoin	7/19/2013 23:59	92.16999817		Ethereum	10/28/2015 23:59	1.00248003
Bitcoin	7/20/2013 23:59	89.39009857		Ethereum	10/29/2015 23:59	1.206660032
Bitcoin	7/21/2013 23:59	90.75730133		Ethereum	10/30/2015 23:59	1.04121995
Bitcoin	7/22/2013 23:59	91.61000061		Ethereum	10/31/2015 23:59	0.91662699
Bitcoin	7/23/2013 23:59	95.5585022		Ethereum	11/1/2015 23:59	1.055670023
Bitcoin	7/24/2013 23:59	94.51000214		Ethereum	11/2/2015 23:59	0.989789009
Bitcoin	7/25/2013 23:59	96.90000153		Ethereum	11/3/2015 23:59	1.013360023
Bitcoin	7/26/2013 23:59	96.02020264		Ethereum	11/4/2015 23:59	0.899049997
Bitcoin	7/27/2013 23:59	94.11599731		Ethereum	11/5/2015 23:59	0.895636976
Bitcoin	7/28/2013 23:59	99.7559967		Ethereum	11/6/2015 23:59	0.926032007
Bitcoin	7/29/2013 23:59	101.1999969		Ethereum	11/7/2015 23:59	0.927973986
Bitcoin	7/30/2013 23:59	107.9899979		Ethereum	11/8/2015 23:59	1.027469993
Bitcoin	7/31/2013 23:59	106.0899963		Ethereum	11/9/2015 23:59	0.999278009
Bitcoin	8/1/2013 23:59	104		Ethereum	11/10/2015 23:59	0.934347987
Bitcoin	8/2/2013 23:59	104.5009995		Ethereum	11/11/2015 23:59	0.79182899
Bitcoin	8/3/2013 23:59	104.0049973		Ethereum	11/12/2015 23:59	0.895711005
Bitcoin	8/4/2013 23:59	105.1439972		Ethereum	11/13/2015 23:59	0.904096007
Bitcoin	8/5/2013 23:59	106.2200012		Ethereum	11/14/2015 23:59	0.888812006
Bitcoin	8/6/2013 23:59	106.75		Ethereum	11/15/2015 23:59	0.906368017
Bitcoin	8/7/2013 23:59	106.75		Ethereum	11/16/2015 23:59	0.928961992
Bitcoin	8/8/2013 23:59	103		Ethereum	11/17/2015 23:59	1.007979989
Bitcoin	8/9/2013 23:59	102.8000031		Ethereum	11/18/2015 23:59	0.993318975
Bitcoin	8/10/2013 23:59	103		Ethereum	11/19/2015 23:59	0.955532014
Bitcoin	8/11/2013 23:59	105		Ethereum	11/20/2015 23:59	0.924920022
Bitcoin	8/12/2013 23:59	106.6360016		Ethereum	11/21/2015 23:59	0.976140022
Bitcoin	8/13/2013 23:59	109		Ethereum	11/22/2015 23:59	0.968017995
Bitcoin	8/14/2013 23:59	112.5619965		Ethereum	11/23/2015 23:59	0.946968973
Bitcoin	8/15/2013 23:59	109.9899979		Ethereum	11/24/2015 23:59	0.900191009
Bitcoin	8/16/2013 23:59	108.9940033		Ethereum	11/25/2015 23:59	0.863537014
Bitcoin	8/17/2013 23:59	113.5		Ethereum	11/26/2015 23:59	0.88418299
Bitcoin	8/18/2013 23:59	113.5		Ethereum	11/27/2015 23:59	0.867950976
Bitcoin	8/19/2013 23:59	119		Ethereum	11/28/2015 23:59	0.915702999
Bitcoin	8/20/2013 23:59	121.2050018		Ethereum	11/29/2015 23:59	0.878614008
Bitcoin	8/21/2013 23:59	123.3000031		Ethereum	11/30/2015 23:59	0.873118997
Bitcoin	8/22/2013 23:59	121.1500015		Ethereum	12/1/2015 23:59	0.874800026
Bitcoin	8/23/2013 23:59	118.5009995		Ethereum	12/2/2015 23:59	0.821210027
Bitcoin	8/24/2013 23:59	120.0449982		Ethereum	12/3/2015 23:59	0.812143028
Bitcoin	8/25/2013 23:59	122.1110001		Ethereum	12/4/2015 23:59	0.840040982
Bitcoin	8/26/2013 23:59	120.0559998		Ethereum	12/5/2015 23:59	0.862438023
Bitcoin	8/27/2013 23:59	126.5		Ethereum	12/6/2015 23:59	0.835500002
Bitcoin	8/28/2013 23:59	122.6200027		Ethereum	12/7/2015 23:59	0.811263978
Bitcoin	8/29/2013 23:59	122.3899994		Ethereum	12/8/2015 23:59	0.822117984
Bitcoin	8/30/2013 23:59	133.4900055		Ethereum	12/9/2015 23:59	0.792167008
Bitcoin	8/31/2013 23:59	135.3500061		Ethereum	12/10/2015 23:59	0.840395987
Bitcoin	9/1/2013 23:59	138.3399963		Ethereum	12/11/2015 23:59	0.929762006
Bitcoin	9/2/2013 23:59	135.8500061		Ethereum	12/12/2015 23:59	0.976972997
Bitcoin	9/3/2013 23:59	136.7700043		Ethereum	12/13/2015 23:59	0.952884018
Bitcoin	9/4/2013 23:59	126.7399979		Ethereum	12/14/2015 23:59	0.993022025
Bitcoin	9/5/2013 23:59	126.4300003		Ethereum	12/15/2015 23:59	1.014150023
Bitcoin	9/6/2013 23:59	119.1500015		Ethereum	12/16/2015 23:59	0.991182029
Bitcoin	9/7/2013 23:59	124.1500015		Ethereum	12/17/2015 23:59	0.940701008
Bitcoin	9/8/2013 23:59	121.6600037		Ethereum	12/18/2015 23:59	0.920126975
Bitcoin	9/9/2013 23:59	127.1100006		Ethereum	12/19/2015 23:59	0.908071995
Bitcoin	9/10/2013 23:59	125.9100037		Ethereum	12/20/2015 23:59	0.903885007
Bitcoin	9/11/2013 23:59	135.25		Ethereum	12/21/2015 23:59	0.900771022
Bitcoin	9/12/2013 23:59	133.1300049		Ethereum	12/22/2015 23:59	0.864202023
Bitcoin	9/13/2013 23:59	134.9799957		Ethereum	12/23/2015 23:59	0.85807699
Bitcoin	9/14/2013 23:59	129.2200012		Ethereum	12/24/2015 23:59	0.863261998
Bitcoin	9/15/2013 23:59	130.3699951		Ethereum	12/25/2015 23:59	0.870362997
Bitcoin	9/16/2013 23:59	131.7200012		Ethereum	12/26/2015 23:59	0.854602993
Bitcoin	9/17/2013 23:59	131.6600037		Ethereum	12/27/2015 23:59	0.856365025
Bitcoin	9/18/2013 23:59	131.4700012		Ethereum	12/28/2015 23:59	0.845004976
Bitcoin	9/19/2013 23:59	129.6499939		Ethereum	12/29/2015 23:59	0.873054028
Bitcoin	9/20/2013 23:59	127.0400009		Ethereum	12/30/2015 23:59	0.911957979
Bitcoin	9/21/2013 23:59	127.4300003		Ethereum	12/31/2015 23:59	0.933542013
Bitcoin	9/22/2013 23:59	129.1199951		Ethereum	1/1/2016 23:59	0.948023975
Bitcoin	9/23/2013 23:59	125.9499969		Ethereum	1/2/2016 23:59	0.937124014
Bitcoin	9/24/2013 23:59	127.25		Ethereum	1/3/2016 23:59	0.971904993
Bitcoin	9/25/2013 23:59	128.2200012		Ethereum	1/4/2016 23:59	0.954479992
Bitcoin	9/26/2013 23:59	128.3800049		Ethereum	1/5/2016 23:59	0.950176001
Bitcoin	9/27/2013 23:59	133.7799988		Ethereum	1/6/2016 23:59	0.950860023
Bitcoin	9/28/2013 23:59	134.7799988		Ethereum	1/7/2016 23:59	0.942004979
Bitcoin	9/29/2013 23:59	137.3399963		Ethereum	1/8/2016 23:59	0.986788988
Bitcoin	9/30/2013 23:59	133		Ethereum	1/9/2016 23:59	0.986832976
Bitcoin	10/1/2013 23:59	132.1799927		Ethereum	1/10/2016 23:59	0.999230981
Bitcoin	10/2/2013 23:59	114.1299973		Ethereum	1/11/2016 23:59	1.06159997
Bitcoin	10/3/2013 23:59	123.6299973		Ethereum	1/12/2016 23:59	1.141000032
Bitcoin	10/4/2013 23:59	129.0099945		Ethereum	1/13/2016 23:59	1.125200033
Bitcoin	10/5/2013 23:59	128.5500031		Ethereum	1/14/2016 23:59	1.189589977
Bitcoin	10/6/2013 23:59	129		Ethereum	1/15/2016 23:59	1.208009958
Bitcoin	10/7/2013 23:59	126.9400024		Ethereum	1/16/2016 23:59	1.220289946
Bitcoin	10/8/2013 23:59	126		Ethereum	1/17/2016 23:59	1.327469945
Bitcoin	10/9/2013 23:59	130.6900024		Ethereum	1/18/2016 23:59	1.426339984
Bitcoin	10/10/2013 23:59	130.5899963		Ethereum	1/19/2016 23:59	1.371389985
Bitcoin	10/11/2013 23:59	130.8999939		Ethereum	1/20/2016 23:59	1.531820059
Bitcoin	10/12/2013 23:59	135.1900024		Ethereum	1/21/2016 23:59	1.553570032
Bitcoin	10/13/2013 23:59	138.1300049		Ethereum	1/22/2016 23:59	1.501270056
Bitcoin	10/14/2013 23:59	140.5200043		Ethereum	1/23/2016 23:59	1.972669959
Bitcoin	10/15/2013 23:59	145.2400055		Ethereum	1/24/2016 23:59	2.141200066
Bitcoin	10/16/2013 23:59	142.5500031		Ethereum	1/25/2016 23:59	2.499269962
Bitcoin	10/17/2013 23:59	146.25		Ethereum	1/26/2016 23:59	2.276370049
Bitcoin	10/18/2013 23:59	155.9600067		Ethereum	1/27/2016 23:59	2.388550043
Bitcoin	10/19/2013 23:59	172.4199982		Ethereum	1/28/2016 23:59	2.526489973
Bitcoin	10/20/2013 23:59	174.6100006		Ethereum	1/29/2016 23:59	2.49496007
Bitcoin	10/21/2013 23:59	182.2100067		Ethereum	1/30/2016 23:59	2.445060015
Bitcoin	10/22/2013 23:59	193.7599945		Ethereum	1/31/2016 23:59	2.306040049
Bitcoin	10/23/2013 23:59	213.6199951		Ethereum	2/1/2016 23:59	2.211689949
Bitcoin	10/24/2013 23:59	198.2299957		Ethereum	2/2/2016 23:59	2.439640045
Bitcoin	10/25/2013 23:59	186.6900024		Ethereum	2/3/2016 23:59	2.5286901
Bitcoin	10/26/2013 23:59	177.3200073		Ethereum	2/4/2016 23:59	2.578039885
Bitcoin	10/27/2013 23:59	196.4400024		Ethereum	2/5/2016 23:59	2.538990021
Bitcoin	10/28/2013 23:59	198.5500031		Ethereum	2/6/2016 23:59	2.534460068
Bitcoin	10/29/2013 23:59	204.3899994		Ethereum	2/7/2016 23:59	2.964339972
Bitcoin	10/30/2013 23:59	199.9700012		Ethereum	2/8/2016 23:59	3.17979002
Bitcoin	10/31/2013 23:59	204		Ethereum	2/9/2016 23:59	4.044640064
Bitcoin	11/1/2013 23:59	206.1799927		Ethereum	2/10/2016 23:59	4.436260223
Bitcoin	11/2/2013 23:59	206.2200012		Ethereum	2/11/2016 23:59	6.013100147
Bitcoin	11/3/2013 23:59	215.0500031		Ethereum	2/12/2016 23:59	5.546979904
Bitcoin	11/4/2013 23:59	229.1000061		Ethereum	2/13/2016 23:59	5.385320187
Bitcoin	11/5/2013 23:59	245.2400055		Ethereum	2/14/2016 23:59	5.239729881
Bitcoin	11/6/2013 23:59	262.5		Ethereum	2/15/2016 23:59	5.288350105
Bitcoin	11/7/2013 23:59	296.4100037		Ethereum	2/16/2016 23:59	4.315289974
Bitcoin	11/8/2013 23:59	338.1099854		Ethereum	2/17/2016 23:59	3.757240057
Bitcoin	11/9/2013 23:59	339.1099854		Ethereum	2/18/2016 23:59	4.399129868
Bitcoin	11/10/2013 23:59	326.6199951		Ethereum	2/19/2016 23:59	4.737889767
Bitcoin	11/11/2013 23:59	342.4400024		Ethereum	2/20/2016 23:59	4.341330051
Bitcoin	11/12/2013 23:59	360.3299866		Ethereum	2/21/2016 23:59	4.653619766
Bitcoin	11/13/2013 23:59	407.3699951		Ethereum	2/22/2016 23:59	5.616499901
Bitcoin	11/14/2013 23:59	420.2000122		Ethereum	2/23/2016 23:59	5.586209774
Bitcoin	11/15/2013 23:59	417.9500122		Ethereum	2/24/2016 23:59	6.236470222
Bitcoin	11/16/2013 23:59	440.2200012		Ethereum	2/25/2016 23:59	6.104800224
Bitcoin	11/17/2013 23:59	492.1099854		Ethereum	2/26/2016 23:59	5.92166996
Bitcoin	11/18/2013 23:59	703.5599976		Ethereum	2/27/2016 23:59	6.425859928
Bitcoin	11/19/2013 23:59	584.6099854		Ethereum	2/28/2016 23:59	6.468349934
Bitcoin	11/20/2013 23:59	590.8300171		Ethereum	2/29/2016 23:59	6.33698988
Bitcoin	11/21/2013 23:59	722.4299927		Ethereum	3/1/2016 23:59	7.653689861
Bitcoin	11/22/2013 23:59	771.4400024		Ethereum	3/2/2016 23:59	8.465390205
Bitcoin	11/23/2013 23:59	797.8200073		Ethereum	3/3/2016 23:59	9.294150352
Bitcoin	11/24/2013 23:59	774.25		Ethereum	3/4/2016 23:59	10.40600014
Bitcoin	11/25/2013 23:59	799.1099854		Ethereum	3/5/2016 23:59	11.00370026
Bitcoin	11/26/2013 23:59	928.0999756		Ethereum	3/6/2016 23:59	11.38290024
Bitcoin	11/27/2013 23:59	1001.960022		Ethereum	3/7/2016 23:59	9.552630424
Bitcoin	11/28/2013 23:59	1031.949951		Ethereum	3/8/2016 23:59	9.84720993
Bitcoin	11/29/2013 23:59	1131.969971		Ethereum	3/9/2016 23:59	11.89799976
Bitcoin	11/30/2013 23:59	1129.430054		Ethereum	3/10/2016 23:59	11.30500031
Bitcoin	12/1/2013 23:59	955.8499756		Ethereum	3/11/2016 23:59	11.08279991
