Name	Date	Close				
Bitcoin	12/2/2013 23:59	1043.329956		Ethereum	3/12/2016 23:59	13.5333004
Bitcoin	12/3/2013 23:59	1078.280029		Ethereum	3/13/2016 23:59	14.47500038
Bitcoin	12/4/2013 23:59	1151.170044		Ethereum	3/14/2016 23:59	12.45259953
Bitcoin	12/5/2013 23:59	1045.109985		Ethereum	3/15/2016 23:59	13.01000023
Bitcoin	12/6/2013 23:59	829.4500122		Ethereum	3/16/2016 23:59	12.52089977
Bitcoin	12/7/2013 23:59	698.2299805		Ethereum	3/17/2016 23:59	11.08150005
Bitcoin	12/8/2013 23:59	795.8699951		Ethereum	3/18/2016 23:59	10.99810028
Bitcoin	12/9/2013 23:59	893.1900024		Ethereum	3/19/2016 23:59	10.53069973
Bitcoin	12/10/2013 23:59	988.5100098		Ethereum	3/20/2016 23:59	10.31980038
Bitcoin	12/11/2013 23:59	878.4799805		Ethereum	3/21/2016 23:59	11.86410046
Bitcoin	12/12/2013 23:59	873.2600098		Ethereum	3/22/2016 23:59	11.2748003
Bitcoin	12/13/2013 23:59	892.5800171		Ethereum	3/23/2016 23:59	12.41670036
Bitcoin	12/14/2013 23:59	872.5999756		Ethereum	3/24/2016 23:59	11.23499966
Bitcoin	12/15/2013 23:59	876.1199951		Ethereum	3/25/2016 23:59	10.7432003
Bitcoin	12/16/2013 23:59	705.9699707		Ethereum	3/26/2016 23:59	10.97399998
Bitcoin	12/17/2013 23:59	682.1199951		Ethereum	3/27/2016 23:59	10.41919994
Bitcoin	12/18/2013 23:59	522.7000122		Ethereum	3/28/2016 23:59	11.66559982
Bitcoin	12/19/2013 23:59	691.960022		Ethereum	3/29/2016 23:59	11.65639973
Bitcoin	12/20/2013 23:59	625.3200073		Ethereum	3/30/2016 23:59	11.95289993
Bitcoin	12/21/2013 23:59	605.6599731		Ethereum	3/31/2016 23:59	11.4034996
Bitcoin	12/22/2013 23:59	617.1799927		Ethereum	4/1/2016 23:59	11.66359997
Bitcoin	12/23/2013 23:59	673.4099731		Ethereum	4/2/2016 23:59	11.59889984
Bitcoin	12/24/2013 23:59	665.5800171		Ethereum	4/3/2016 23:59	11.61830044
Bitcoin	12/25/2013 23:59	682.210022		Ethereum	4/4/2016 23:59	11.1573
Bitcoin	12/26/2013 23:59	761.9799805		Ethereum	4/5/2016 23:59	10.43809986
Bitcoin	12/27/2013 23:59	735.0700073		Ethereum	4/6/2016 23:59	10.68540001
Bitcoin	12/28/2013 23:59	727.8300171		Ethereum	4/7/2016 23:59	10.06970024
Bitcoin	12/29/2013 23:59	745.0499878		Ethereum	4/8/2016 23:59	9.719590187
Bitcoin	12/30/2013 23:59	756.1300049		Ethereum	4/9/2016 23:59	9.150620461
Bitcoin	12/31/2013 23:59	754.0100098		Ethereum	4/10/2016 23:59	8.936340332
Bitcoin	1/1/2014 23:59	771.4000244		Ethereum	4/11/2016 23:59	8.643790245
Bitcoin	1/2/2014 23:59	802.3900146		Ethereum	4/12/2016 23:59	7.442309856
Bitcoin	1/3/2014 23:59	818.7199707		Ethereum	4/13/2016 23:59	8.044420242
Bitcoin	1/4/2014 23:59	859.5100098		Ethereum	4/14/2016 23:59	8.38724041
Bitcoin	1/5/2014 23:59	933.5300293		Ethereum	4/15/2016 23:59	8.242779732
Bitcoin	1/6/2014 23:59	953.289978		Ethereum	4/16/2016 23:59	8.609499931
Bitcoin	1/7/2014 23:59	802		Ethereum	4/17/2016 23:59	9.309100151
Bitcoin	1/8/2014 23:59	842.7199707		Ethereum	4/18/2016 23:59	9.036000252
Bitcoin	1/9/2014 23:59	846.8599854		Ethereum	4/19/2016 23:59	8.71487999
Bitcoin	1/10/2014 23:59	868.4799805		Ethereum	4/20/2016 23:59	8.465789795
Bitcoin	1/11/2014 23:59	913.9500122		Ethereum	4/21/2016 23:59	8.102169991
Bitcoin	1/12/2014 23:59	863.2199707		Ethereum	4/22/2016 23:59	7.821259975
Bitcoin	1/13/2014 23:59	841.2000122		Ethereum	4/23/2016 23:59	8.294790268
Bitcoin	1/14/2014 23:59	833.2700195		Ethereum	4/24/2016 23:59	8.001350403
Bitcoin	1/15/2014 23:59	860.9000244		Ethereum	4/25/2016 23:59	7.554339886
Bitcoin	1/16/2014 23:59	835.6300049		Ethereum	4/26/2016 23:59	7.39703989
Bitcoin	1/17/2014 23:59	814.6400146		Ethereum	4/27/2016 23:59	7.759970188
Bitcoin	1/18/2014 23:59	840		Ethereum	4/28/2016 23:59	7.172530174
Bitcoin	1/19/2014 23:59	870.960022		Ethereum	4/29/2016 23:59	7.457290173
Bitcoin	1/20/2014 23:59	870.2000122		Ethereum	4/30/2016 23:59	8.813980103
Bitcoin	1/21/2014 23:59	863.9099731		Ethereum	5/1/2016 23:59	8.846500397
Bitcoin	1/22/2014 23:59	845.5900269		Ethereum	5/2/2016 23:59	10.16320038
Bitcoin	1/23/2014 23:59	822.039978		Ethereum	5/3/2016 23:59	9.31126976
Bitcoin	1/24/2014 23:59	797.0700073		Ethereum	5/4/2016 23:59	9.413769722
Bitcoin	1/25/2014 23:59	853.6099854		Ethereum	5/5/2016 23:59	9.826100349
Bitcoin	1/26/2014 23:59	885.2800293		Ethereum	5/6/2016 23:59	9.346639633
Bitcoin	1/27/2014 23:59	771.3900146		Ethereum	5/7/2016 23:59	9.370510101
Bitcoin	1/28/2014 23:59	812.5100098		Ethereum	5/8/2016 23:59	9.482930183
Bitcoin	1/29/2014 23:59	826		Ethereum	5/9/2016 23:59	9.297730446
Bitcoin	1/30/2014 23:59	819.0300293		Ethereum	5/10/2016 23:59	9.361519814
Bitcoin	1/31/2014 23:59	829.9199829		Ethereum	5/11/2016 23:59	9.996279716
Bitcoin	2/1/2014 23:59	832.5800171		Ethereum	5/12/2016 23:59	10.05780029
Bitcoin	2/2/2014 23:59	825.3699951		Ethereum	5/13/2016 23:59	10.50660038
Bitcoin	2/3/2014 23:59	823.8300171		Ethereum	5/14/2016 23:59	10.23970032
Bitcoin	2/4/2014 23:59	827.960022		Ethereum	5/15/2016 23:59	9.962349892
Bitcoin	2/5/2014 23:59	811.9099731		Ethereum	5/16/2016 23:59	11.17129993
Bitcoin	2/6/2014 23:59	781.5499878		Ethereum	5/17/2016 23:59	12.19880009
Bitcoin	2/7/2014 23:59	712.4000244		Ethereum	5/18/2016 23:59	13.55860043
Bitcoin	2/8/2014 23:59	673.9199829		Ethereum	5/19/2016 23:59	14.76970005
Bitcoin	2/9/2014 23:59	682.9000244		Ethereum	5/20/2016 23:59	13.63560009
Bitcoin	2/10/2014 23:59	681.0300293		Ethereum	5/21/2016 23:59	14.01500034
Bitcoin	2/11/2014 23:59	672.1699829		Ethereum	5/22/2016 23:59	14.28610039
Bitcoin	2/12/2014 23:59	651.7199707		Ethereum	5/23/2016 23:59	13.46150017
Bitcoin	2/13/2014 23:59	605.2399902		Ethereum	5/24/2016 23:59	12.7322998
Bitcoin	2/14/2014 23:59	661.9899902		Ethereum	5/25/2016 23:59	12.52600002
Bitcoin	2/15/2014 23:59	650.9199829		Ethereum	5/26/2016 23:59	12.43039989
Bitcoin	2/16/2014 23:59	616.6300049		Ethereum	5/27/2016 23:59	11.29580021
Bitcoin	2/17/2014 23:59	626.2700195		Ethereum	5/28/2016 23:59	11.89290047
Bitcoin	2/18/2014 23:59	626.5999756		Ethereum	5/29/2016 23:59	12.35039997
Bitcoin	2/19/2014 23:59	623.0300293		Ethereum	5/30/2016 23:59	12.72529984
Bitcoin	2/20/2014 23:59	556.1400146		Ethereum	5/31/2016 23:59	14.07730007
Bitcoin	2/21/2014 23:59	574.1599731		Ethereum	6/1/2016 23:59	14.00150013
Bitcoin	2/22/2014 23:59	605.4199829		Ethereum	6/2/2016 23:59	13.73799992
